adf_p_nivel,kpss_p_nivel,adf_p_diff,kpss_p_diff,brecha_media_pp_pib,pico_pasivos_bcra_pib,fecha_pico
0.16896269005260323,0.038372524885692566,3.38337851523282e-08,0.048796960207473664,5.486494271457434,10.612796998140071,2018-03-31
