anio,d_t,d_t1,pb_t,i_nom,pi,r_real,g_real,sf_t
2005,0.7045815232399985,1.0602431940054171,0.056999999999999995,0.01570668048001866,0.096,-0.07326032802918025,0.08851659919414478,-0.14108677832682598
2018,0.9032160337234323,0.7638787991764784,-0.095,0.05547392840105965,0.34299999999999997,-0.21409238391581553,-0.026173964606568956,0.19174230615925222
2020,1.0564214286311535,0.9367468449555696,-0.10400000000000001,0.027391548497297323,0.42,-0.2764848250019033,-0.09900484819237076,0.2001970064495235
