,Shock_g_gap,Shock_pb_pib,Shock_EMBI,Shock_TCRM,Shock_deuda_pib
g_gap,4.602128851029627,0.0,0.0,0.0,0.0
pb_pib,1.1505322127574067,1.26336019691227,0.0,0.0,0.0
EMBI,-150.47750525953145,-181.04092882172804,484.3715207406906,0.0,0.0
TCRM,0.01999388908740513,0.0341379592110345,0.004041610771196189,0.12028099896510366,0.0
deuda_pib,-2.655893791114499,-2.8429614352595256,1.0437560090628897,1.734447998756107,3.8113872667654087
