,Shock_g_gap,Shock_pb_pib,Shock_EMBI,Shock_TCRM,Shock_deuda_pib
g_gap,4.633120061459963,0.0,0.0,0.0,0.0
pb_pib,1.1582800153649908,1.2635409849259227,0.0,0.0,0.0
EMBI,-154.32290095889502,-188.18269613345265,492.22632181978463,0.0,0.0
TCRM,0.020867692050112185,0.03589264722943711,0.004434111835460362,0.12218665782798203,0.0
deuda_pib,-2.646583055386973,-2.7723155423244483,1.0762571877636025,1.753736100369795,3.870360795964144
