best_tau_pb,sup_lm_stat,p_val_sup_lm,alpha_pb_regimen1,alpha_pb_regimen2,n_obs_regimen1,n_obs_regimen2,n_total
2104.22,59.779,0.632,0.0011,-0.0074,96,22,118
