Date,deuda_pib,pb_pib,PIB_real,TCRM,EMBI,VIX,CER,es_interpolado,es_interpolado_tcrm,g_gap
2005-06-30,72.0,1.5,119.90311901736838,2.3112122994687647,5009.51,13.407343715429306,1.6107208791208791,0,0,11.629120797446753
2005-09-30,69.0,1.4,106.0980555940946,2.312854553002313,414.19,12.250781282782556,1.6487869565217392,0,0,-2.861337515938691
2005-12-31,65.0,1.6,107.655914556259,2.367604631105472,423.45,12.781746031746032,1.691214130434783,0,0,-3.07093526825431
2006-03-31,63.0,1.5,109.7364537902141,2.410134996583217,396.88,12.042419341302686,1.7465,0,0,-2.8254376590296606
2006-06-30,61.0,1.7,126.58362357570458,2.3986704130240653,353.81,14.52873011997768,1.794578021978022,0,0,10.276593801684736
2006-09-30,59.0,1.6,116.05057338750493,2.3977141376933084,339.26,13.607936465550983,1.829513043478261,0,0,-0.4952956357109788
2006-12-31,57.0,1.8,118.07382087608066,2.3630845504134874,282.69,11.034920647030784,1.8684630434782608,0,0,-0.30731953485393887
2007-03-31,56.0,1.4,118.90925936757442,2.358784382847069,210.22,12.56360655925313,1.9175533333333328,0,0,-1.077040811575446
2007-06-30,55.0,1.2,139.0639933922362,2.3397686446228136,268.48,13.73190472617982,1.9580032967032968,0,0,14.067201867940513
2007-09-30,53.0,1.1,125.8310809570102,2.2764715954183736,414.15,21.589206256563703,1.989080434782609,0,0,1.8420632947493072
2007-12-31,52.0,1.0,129.0161334974014,2.295504088224543,387.78,22.02984371781349,2.027544565217392,0,0,3.110249121396181
2008-03-31,52.0,0.8,127.1286414358048,2.301409161657998,481.67,26.12016408951556,2.078652747252747,0,0,0.40092492606427665
2008-06-30,51.0,0.6,146.6467155605454,2.2072385433010058,556.72,20.67296865582466,2.1299428571428574,0,0,14.526546004503807
2008-09-30,50.0,0.4,133.3885159930425,2.0610542551570306,695.27,25.073281168937683,2.1709815217391304,0,0,3.081297728776618
2008-12-31,49.0,0.2,126.4629159764191,1.8536742765887997,1696.56,58.59593743085861,2.2013891304347823,0,0,-3.241797580515324
2009-03-31,51.0,-0.5,119.26096109941808,1.9186525640879084,1696.86,45.00000006253602,2.227928888888889,0,0,-9.621897557456457
2009-06-30,52.0,-0.6,130.11296246690188,2.0611830409138747,1454.27,33.01571428208124,2.2599615384615386,0,0,-2.3087773761156436
2009-09-30,51.0,-0.4,125.85049090289608,2.176891976556062,923.71,25.486250042915344,2.289744565217392,0,0,-6.35819761716305
2009-12-31,50.0,-0.3,126.81953915618163,2.1589797718810666,716.6,23.070156276226044,2.3405239130434783,0,0,-6.464245551597834
2010-03-31,49.0,0.2,126.07466074724418,1.9790048619370249,734.37,20.149672086121605,2.403571111111111,0,0,-7.8071837344368715
2010-06-30,47.0,0.3,151.24877167717037,1.8658731796247991,734.86,26.39142858414423,2.48192967032967,0,0,9.68862802495247
2010-09-30,46.0,0.1,137.81603134583528,1.8512494762301148,712.58,24.28359362483025,2.541544565217392,0,0,-0.8404923229517277
2010-12-31,44.0,0.0,137.73843910112078,1.8301367032357423,545.12,19.31843753159046,2.6002804347826087,0,0,-1.6365690081992148
2011-03-31,43.0,0.1,136.52954855206585,1.8185058372961973,531.3,18.61483860015869,2.661471111111112,0,0,-3.1845545738357233
2011-06-30,42.0,-0.2,157.96927454429692,1.8270565426967944,574.31,17.48238103351896,2.724652747252747,0,0,11.28749772053766
2011-09-30,41.0,-0.3,146.64916682881935,1.7614619290333369,730.48,30.583593621850014,2.7877695652173915,0,0,2.696187344378241
2011-12-31,40.0,-0.5,144.92443513523605,1.6258533028906264,909.91,29.939523818000914,2.8536380434782616,0,0,0.939415809880205
2012-03-31,42.0,-0.7,138.66520782643724,1.612000239325684,833.94,18.204032267293623,2.917010989010989,0,0,-3.8905611474339166
2012-06-30,43.0,-0.8,150.65252125980354,1.4919785196651203,1065.36,20.035714210025848,2.9916329670329667,0,0,3.9629602376306616
2012-09-30,43.0,-1.0,145.0091977083871,1.4548591782014968,1020.57,16.192698403010294,3.063858695652174,0,0,-0.31582495668105226
2012-12-31,44.0,-1.2,145.72993096652286,1.4632992155916589,1039.49,16.75290323072864,3.143127173913044,0,0,-0.15584512832319145
2013-03-31,44.0,-1.4,139.5721131524547,1.4865891895755103,1124.02,13.527000029881796,3.2339211111111106,0,0,-4.64974185819402
2013-06-30,45.0,-1.6,160.06231313144914,1.4571787714394568,1199.35,14.837031200528145,3.307831868131868,0,0,9.08371055748932
2013-09-30,45.0,-1.5,148.7190983389643,1.411423855081577,1093.44,14.27968756854534,3.385197826086956,0,0,1.1552593224712973
2013-12-31,46.0,-1.8,145.65557871712397,1.445402850196392,851.97,14.232812464237211,3.473929347826086,0,0,-1.0800717828828676
2014-03-31,47.0,-2.0,138.3312774504257,1.614036023523335,926.67,14.828852528431376,3.63618888888889,0,0,-6.163026258865301
2014-06-30,48.0,-2.2,156.7827344646443,1.5886220806838998,783.66,12.738253971887014,3.945863736263736,0,0,6.265416305187443
2014-09-30,48.0,-2.1,142.41561696656734,1.518324261860987,710.3,13.07437500357628,4.131184782608695,0,0,-3.5210185659187694
2014-12-31,49.0,-2.4,141.55431068833474,1.3870568124100753,728.63,16.063750088214874,4.299857608695652,0,0,-4.125723840364081
2015-03-31,51.0,-2.6,138.67836300315082,1.273852960406217,668.52,16.56475407959985,4.446702222222223,0,0,-6.069838127762673
2015-06-30,52.0,-2.8,163.10269671209025,1.2221448734407152,597.65,13.740158762250628,4.596259340659341,0,0,10.507197217480389
2015-09-30,53.0,-3.0,148.06406242217545,1.1452149753593002,585.26,19.30734378099441,4.749839130434782,0,0,0.37987502222358926
2015-12-31,54.0,-3.2,145.05452542456325,1.1396293304240592,506.98,17.033281311392784,4.924831521739131,0,0,-1.5715239212535734
2016-03-31,56.0,-3.1,139.68890189627257,1.4518897388370136,468.7,20.48622949006128,5.267854945054945,0,0,-5.101739777686253
2016-06-30,58.0,-2.9,156.808792564844,1.3378750451837342,501.48,15.67593750357628,5.811623076923077,0,0,6.679700299142056
2016-09-30,60.0,-3.0,143.1376470244089,1.3410073047054525,482.33,13.233906269073486,6.382890217391305,0,0,-2.4569887023080157
2016-12-31,62.0,-3.1,142.8884430330436,1.303507959236306,473.57,14.09793646373446,6.657657608695651,0,0,-2.439090646733521
2017-03-31,63.0,-2.8,140.4707114606806,1.2801729693748765,457.65,11.691935508481915,6.980582222222222,0,0,-3.882410879907605
2017-06-30,64.0,-2.6,160.4570799144357,1.2177208433131312,417.31,11.426349231175012,7.421804395604395,0,0,10.057406046962285
2017-09-30,65.0,-2.7,148.6493175185049,1.320715270327556,411.48,10.94428569551498,7.813482608695653,0,0,2.231633744777819
2017-12-31,67.0,-2.8,149.36512580908854,1.2694268513449831,360.23,10.307936501881432,8.191021610665015,0,0,3.0240928017058826
2018-03-31,69.0,-2.7,145.80542416453298,1.371981215652985,390.92,17.354754135256908,8.676219262062322,0,0,0.8825481534465502
2018-06-30,75.0,-2.4,154.07233319843832,1.4581789033867611,470.06,15.337500035762789,9.302908496839937,0,0,6.949130148708189
2018-09-30,82.0,-2.0,143.49201806093063,1.7310432841395202,638.55,12.856825404696997,10.093009374361849,0,0,-0.06509945888884712
2018-12-31,86.0,-2.4,139.89576642631974,1.755457677842122,692.14,21.05365064409044,11.50206258799516,0,0,-2.2521475103346558
2019-03-31,83.0,-0.8,137.25579447506038,1.6972825521001902,709.6,16.4699999387147,12.880597202281688,0,0,-3.8006350918816794
2019-06-30,83.0,-0.6,154.97029740685798,1.7049304082951673,883.11,15.183015777951194,14.331729329517175,0,0,8.920427067875991
2019-09-30,85.0,-0.5,140.97701026694892,1.772075513690704,1493.83,15.960156202316284,15.728973232361644,0,0,-0.6715207671616698
2019-12-31,89.0,-0.9,138.3921069379933,1.8303036520260343,2158.28,13.985781237483025,17.602799998121764,0,0,-2.301709384479074
2020-03-31,88.0,-1.2,130.3585951921423,1.7046698344753188,2460.59,31.22451622255387,19.702912307781727,0,0,-7.850517923377363
2020-06-30,96.0,-3.8,125.61552296987936,1.635992519909257,3103.0,34.49365086025662,21.220009841485084,0,0,-11.151551191452043
2020-09-30,97.0,-2.5,126.60755310766432,1.7163112385945185,1996.83,25.80890628695488,22.46180423005276,0,0,-10.470667135078205
2020-12-31,97.0,-2.9,132.4228409140435,1.7378229054468883,1391.8,25.62171870470047,24.277442113350777,0,0,-6.4562151991254035
2021-03-31,85.0,-1.8,134.57256815644328,1.7537403255909882,1492.19,23.202458960111024,26.95686969441388,0,0,-5.107384760429939
2021-06-30,83.0,-1.2,149.14326115530662,1.6902525863260462,1547.52,17.999999969724623,30.37583744564568,0,0,4.9130006467928995
2021-09-30,81.0,-0.8,141.56564762613974,1.6169416858715695,1568.11,18.28906251490116,33.730485855288805,0,0,-0.7063104948601815
2021-12-31,80.0,-1.1,143.4988382122337,1.4992487217740846,1711.8,19.274375021457672,36.90696913870465,0,0,0.31994695989170413
2022-03-31,81.0,-0.8,143.8061086438699,1.472410247855901,1809.57,25.37290327010616,40.68933823441508,0,0,0.17945873606881618
2022-06-30,79.0,-0.9,161.2686298562478,1.4094702604334537,1927.75,27.353709836159982,47.14545870401275,0,0,11.930845719716329
2022-09-30,78.0,-1.0,151.02849201906795,1.3139509160373948,2520.63,24.73125004768372,55.80928604450244,0,0,4.433801198243153
2022-12-31,81.0,-1.7,146.9218991430627,1.308457406668821,2443.18,25.07539691622295,67.61642399979618,0,0,1.2161087077640267
2023-03-31,82.0,-1.5,145.12203330954205,1.365424751505144,2080.68,20.6945161819458,79.50120629337694,0,0,-0.3955791724269919
2023-06-30,81.0,-1.8,152.15528569731546,1.3525589529529698,2465.48,16.46112900395547,96.83701011281364,0,0,4.0435251071581195
2023-09-30,82.0,-2.0,150.1792281599422,1.4513685569389796,2104.22,15.05301583002484,119.81519975925497,0,0,2.3108410098752254
2023-12-31,90.0,-2.9,144.40759753971057,1.4338262999715743,2257.75,15.325714308118064,159.44044829703435,0,0,-1.988702230448717
2024-03-31,84.0,1.5,137.7445269556697,1.7068957611045297,1786.88,13.703770512440164,247.1816426253152,0,0,-6.865894346520069
2024-06-30,79.0,1.8,150.46104016786242,1.3502703293874927,1340.12,14.029841180831667,371.0421489790293,0,0,1.3374120861424061
2024-09-30,77.0,1.6,147.24321666576756,1.2573995976340693,1484.55,17.165468707680702,441.8397207554119,0,0,-1.2213273887754945
2024-12-31,75.0,1.4,148.32009548265816,1.1827917666524113,870.36,17.41734381020069,494.779871757916,0,0,-0.8974489980982969
2025-03-31,73.0,1.2,146.17046254240884,1.1618868343319555,684.0,18.62633349100749,534.9996370253142,0,0,-2.728980539895088
2025-06-30,72.0,1.0,160.26761546320884,1.215415273291191,726.7,23.632096875098444,579.8877130502385,0,0,6.218520624035933
2025-09-30,71.0,0.9,151.95052122912105,1.3770671830986991,862.34,15.957499966025352,617.0823839261813,0,0,0.2987830746127408
2025-12-31,70.0,0.8,151.55206696736855,1.39466796873747,745.03,17.75359381735325,654.2899202595012,0,0,-0.36717638441202693
