Date,VIX,EMBI,CER,TCRM,PIB_real,pb_pib,deuda_pib,g_gap,EMBI_BRASIL,pasivos_bcra_ars,pib_nominal_trim,pasivos_bcra_pib,pib_nominal_es_extrapolado,deuda_consolidada_pib
2022-03-31,25.37290327010616,1809.571428571429,40.68933823441508,1.472410247855901,143.8061086438699,-0.8,81.0,0.1782623446185181,11.992137935853776,4735162.0,60345325.42659546,7.846775150396512,0,88.84677515039651
2022-06-30,27.353709836159982,1927.75,47.14545870401275,1.4094702604334537,161.2686298562478,-0.9,79.0,11.929683009054878,19.851831401548083,6532685.0,78676963.28324091,8.303173797496498,0,87.3031737974965
2022-09-30,24.73125004768372,2520.630769230769,55.80928604450244,1.3139509160373948,151.02849201906795,-1.0,78.0,4.432872341373309,22.98261523246765,8260561.0,87863363.94194476,9.401598834137651,0,87.40159883413764
2022-12-31,25.07539691622295,2443.1774193548385,67.61642399979618,1.308457406668821,146.9218991430627,-1.7,81.0,1.215352166000053,24.344423640341983,9707266.0,104354529.22768565,9.302199024653955,0,90.30219902465396
2023-03-31,20.6945161819458,2080.6769230769232,79.50120629337694,1.365424751505144,145.12203330954205,-1.5,82.0,-0.3961902708935786,20.624289631843567,11521673.0,120719556.77267988,9.544164432028031,0,91.54416443202803
2023-06-30,16.46112900395547,2465.476923076923,96.83701011281364,1.3525589529529698,152.15528569731546,-1.8,81.0,4.043017562008706,20.425926235414323,15028040.0,159215855.4150243,9.43878356890195,0,90.43878356890195
2023-09-30,15.05301583002484,2104.222222222222,119.81519975925497,1.4513685569389796,150.1792281599422,-2.0,82.0,2.3104623253932326,19.60790623369671,20281090.0,206516399.8417453,9.82057115829131,0,91.82057115829132
2023-12-31,15.325714308118064,2257.753846153846,159.44044829703435,1.4338262999715743,144.40759753971057,-2.9,90.0,-1.988957008765794,19.550298007707752,25795255.0,283181180.0856772,9.109099337814602,0,99.1090993378146
2024-03-31,13.703770512440164,1786.876923076923,247.1816426253152,1.7068957611045297,137.7445269556697,1.5,84.0,-6.866040141810298,15.316918273441132,30932370.0,423472034.4071884,7.304465817513008,0,91.304465817513
2024-06-30,14.029841180831667,1340.123076923077,371.0421489790293,1.3502703293874927,150.46104016786242,1.8,79.0,1.337352241096888,13.834674485146053,16038488.0,559938388.8647271,2.8643308476345,0,81.8643308476345
2024-09-30,17.165468707680702,1484.5454545454545,441.8397207554119,1.2573995976340693,147.24321666576756,1.6,77.0,-1.2212943398225544,10.59224820137024,1012.0,642862095.294979,0.0001574210094834,0,77.00015742100949
2024-12-31,17.41734381020069,870.3636363636364,494.779871757916,1.1827917666524113,148.32009548265816,1.4,75.0,-0.8973281268376428,9.363133311271667,-355349.0,709365943.3672847,-0.0500938906529958,0,74.949906109347
2025-03-31,18.62633349100749,684.0,534.9996370253142,1.1618868343319555,146.17046254240884,1.2,73.0,-2.728778789447345,8.707246073087063,-223217.0,1338449636.6721194,-0.0166772804806462,1,72.98332271951935
2025-06-30,23.632096875098444,726.7049180327868,579.8877130502385,1.215415273291191,160.26761546320884,1.0,72.0,6.218829348833445,8.061806613399142,165132.0,1769772906.453924,0.0093306886662014,1,72.0093306886662
2025-09-30,15.957499966025352,862.34375,617.0823839261813,1.3770671830986991,151.95052122912105,0.9,71.0,0.2991566033563804,3.538336038589477,283604.0,2031866257.903797,0.0139578084382671,1,71.01395780843826
2025-12-31,17.75359381735325,745.030303030303,654.2899202595012,1.39466796873747,151.55206696736855,0.8,70.0,-0.3667248083647144,0.0,250924.0,2242062077.3615847,0.0111916615750123,1,70.01119166157501
